reaction_id,section,step,reaction_class,named_reaction,reaction_smiles,resolved/total,reactants,reactant_smiles,products,product_smiles,origins
Example 11_Step 2,Example 11,Step 2,nucleophilic_substitution,Williamson ether synthesis,C1CCOC1.OCC1CCCO1.CC(C)(C)[O-].[Na+].CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,7/7,tetrahydrofuran; tetrahydrofurfuryl alcohol; sodium tert-butoxide; sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid,C1CCOC1; OCC1CCCO1; CC(C)(C)[O-].[Na+]; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 12_Step 1,Example 12,Step 1,hydrolysis,,CC(C)(C)O.[K].COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],4/4,tert-butanol; potassium metal; methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CC(C)(C)O; [K]; COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],curated; name_parsed; patent_drawing
Example 12_Step 2,Example 12,Step 2,nucleophilic_substitution,Williamson ether synthesis,CN(C)C=O.OCC1CCCO1.CC(C)(C)[O-].[K+].CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,7/7,"N,N-dimethylformamide; tetrahydrofurfuryl alcohol; potassium tert-butoxide; potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid",CN(C)C=O; OCC1CCCO1; CC(C)(C)[O-].[K+]; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+]; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 13_Step 1,Example 13,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 13_Step 2,Example 13,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].OCC1CCCO1.[Na+].[OH-].CN(C)C=O.O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,7/7,"sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; tetrahydrofurfuryl alcohol; sodium hydroxide; N,N-dimethylformamide; water; hydrochloric acid",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; OCC1CCCO1; [Na+].[OH-]; CN(C)C=O; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 14_Step 1,Example 14,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 14_Step 2,Example 14,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].OCC1CCCO1.[K+].[OH-].CN(C)C=O.O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,7/7,"sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; tetrahydrofurfuryl alcohol; potassium hydroxide; N,N-dimethylformamide; water; hydrochloric acid",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; OCC1CCCO1; [K+].[OH-]; CN(C)C=O; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 15_Step 1,Example 15,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 15_Step 2,Example 15,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].OCC1CCCO1.[Na+].[OH-].CN(C)C=O.O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,7/7,"sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; tetrahydrofurfuryl alcohol; sodium hydroxide; N,N-dimethylformamide; water; hydrochloric acid",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; OCC1CCCO1; [Na+].[OH-]; CN(C)C=O; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 16_Step 1,Example 16,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 16_Step 2,Example 16,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].OCC1CCCO1.[K+].[OH-].CN(C)C=O.O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,7/7,"sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; tetrahydrofurfuryl alcohol; potassium hydroxide; N,N-dimethylformamide; water; hydrochloric acid",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; OCC1CCCO1; [K+].[OH-]; CN(C)C=O; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 17_Step 1,Example 17,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 17_Step 2a,Example 17,Step 2a,salt_formation,,OCC1CCCO1.[H-].[Na+]>>[Na+].[O-]CC1CCCO1,3/3,tetrahydrofurfuryl alcohol; sodium hydride,OCC1CCCO1; [H-].[Na+],sodium (tetrahydrofuran-2-yl)methoxide,[Na+].[O-]CC1CCCO1,name_parsed
Example 17_Step 2b,Example 17,Step 2b,nucleophilic_substitution,Williamson ether synthesis,[Na+].[O-]CC1CCCO1.C1CCOC1.CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,6/6,sodium (tetrahydrofuran-2-yl)methoxide; tetrahydrofuran; sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid,[Na+].[O-]CC1CCCO1; C1CCOC1; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 18_Step 1,Example 18,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 18_Step 2a,Example 18,Step 2a,salt_formation,,OCC1CCCO1.[H-].[K+]>>[K+].[O-]CC1CCCO1,3/3,tetrahydrofurfuryl alcohol; potassium hydride,OCC1CCCO1; [H-].[K+],potassium (tetrahydrofuran-2-yl)methoxide,[K+].[O-]CC1CCCO1,name_parsed
Example 18_Step 2,Example 18,Step 2,nucleophilic_substitution,Williamson ether synthesis,[K+].[O-]CC1CCCO1.C1CCOC1.CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,6/6,potassium (tetrahydrofuran-2-yl)methoxide; tetrahydrofuran; sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid,[K+].[O-]CC1CCCO1; C1CCOC1; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 19_Step 1,Example 19,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 19_Step 2a,Example 19,Step 2a,salt_formation,,OCC1CCCO1.[Na]>>[Na+].[O-]CC1CCCO1,3/3,tetrahydrofurfuryl alcohol; sodium metal,OCC1CCCO1; [Na],sodium (tetrahydrofuran-2-yl)methoxide,[Na+].[O-]CC1CCCO1,curated; name_parsed
Example 19_Step 2,Example 19,Step 2,nucleophilic_substitution,Williamson ether synthesis,[Na+].[O-]CC1CCCO1.CS(C)=O.CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,6/6,sodium (tetrahydrofuran-2-yl)methoxide; dimethyl sulfoxide; sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid,[Na+].[O-]CC1CCCO1; CS(C)=O; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 2_Step 1,Example 2,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.[Na+].[OH-].CCC(C)(C)O>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],4/4,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; sodium hydroxide; tert-amyl alcohol,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; [Na+].[OH-]; CCC(C)(C)O,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],name_parsed; patent_drawing
Example 2_Alkoxide Preparation,Example 2,Alkoxide Preparation,salt_formation,,OCC(F)(F)F.[Na]>>[Na+].[O-]CC(F)(F)F,3/3,"2,2,2-trifluoroethanol; sodium metal",OCC(F)(F)F; [Na],"sodium 2,2,2-trifluoroethoxide",[Na+].[O-]CC(F)(F)F,curated; name_parsed
Example 2_Step 2,Example 2,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].[Na+].[O-]CC(F)(F)F.CS(C)=O.O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,6/6,"sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; sodium 2,2,2-trifluoroethoxide; dimethyl sulfoxide; water; hydrochloric acid",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; [Na+].[O-]CC(F)(F)F; CS(C)=O; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 20_Step 1,Example 20,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],2/2,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],patent_drawing
Example 20_Step 2a,Example 20,Step 2a,salt_formation,,OCC1CCCO1.[K]>>[K+].[O-]CC1CCCO1,3/3,tetrahydrofurfuryl alcohol; potassium metal,OCC1CCCO1; [K],potassium (tetrahydrofuran-2-yl)methoxide,[K+].[O-]CC1CCCO1,curated; name_parsed
Example 20_Step 2,Example 20,Step 2,nucleophilic_substitution,Williamson ether synthesis,[K+].[O-]CC1CCCO1.CC#N.CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,6/6,potassium (tetrahydrofuran-2-yl)methoxide; acetonitrile; sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid,[K+].[O-]CC1CCCO1; CC#N; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; O; Cl,2-chloro-3-{[(RS)-tetrahydrofuran-2-yl]methoxymethyl}-4-(methanesulfonyl)benzoic acid,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC1CCCO1,name_parsed; patent_drawing
Example 3_Step 1,Example 3,Step 1,hydrolysis,saponification,CC(C)(C)O.[Na+].[OH-].COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],4/4,tert-butanol; sodium hydroxide; methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CC(C)(C)O; [Na+].[OH-]; COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],name_parsed; patent_drawing
Example 3_Step 2,Example 3,Step 2,nucleophilic_substitution,Williamson ether synthesis,CN(C)C=O.OCC(F)(F)F.[Na+].[OH-].CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,7/7,"N,N-dimethylformamide; 2,2,2-trifluoroethanol; sodium hydroxide; sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; water; hydrochloric acid",CN(C)C=O; OCC(F)(F)F; [Na+].[OH-]; CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 4_Step 1,Example 4,Step 1,hydrolysis,,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.[Na+].[OH-].CC(C)(C)O>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],4/4,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; sodium hydroxide; tert-butanol,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; [Na+].[OH-]; CC(C)(C)O,sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+],name_parsed; patent_drawing
Example 4_Step 2,Example 4,Step 2,nucleophilic_substitution,Williamson ether synthesis,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+].OCC(F)(F)F.CC(C)(C)[O-].[K+].CN(C)C=O.O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,7/7,"sodium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; 2,2,2-trifluoroethanol; potassium tert-butoxide; N,N-dimethylformamide; water; hydrochloric acid",CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[Na+]; OCC(F)(F)F; CC(C)(C)[O-].[K+]; CN(C)C=O; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 5_Step 1,Example 5,Step 1,hydrolysis,,CC(C)(C)O.[K+].[OH-].COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl>>CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],4/4,tert-butanol; potassium hydroxide; methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CC(C)(C)O; [K+].[OH-]; COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,potassium 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,CS(=O)(=O)c1ccc(C(=O)[O-])c(Cl)c1CBr.[K+],name_parsed; patent_drawing
