reaction_id,section,step,reaction_class,named_reaction,reaction_smiles,resolved/total,reactants,reactant_smiles,products,product_smiles,origins
Example 1_Step 1,Example 1,Step 1,halogenation,,,7/8,methyl 2-chloro-3-methyl-4-(methylsulfonyl)benzoate; dichloroethane; azobisisobutyronitrile; hydrobromic acid; hydrogen peroxide; water; isopropanol,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl; ; CC(C)(C#N)N=NC(C)(C)C#N; Br; OO; O; CC(C)O,methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,derived; name_parsed; none; patent_drawing
Example 1_Step 2,Example 1,Step 2,hydrolysis,Williamson ether synthesis,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.O=C([O-])[O-].[K+].[K+].C1CN2CCN1CC2.C1CCOC1.OCC(F)(F)F.[Na+].[OH-].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,9/9,"methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate; potassium carbonate; triethylenediamine; tetrahydrofuran; 2,2,2-trifluoroethanol; sodium hydroxide; water; hydrochloric acid",COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; O=C([O-])[O-].[K+].[K+]; C1CN2CCN1CC2; C1CCOC1; OCC(F)(F)F; [Na+].[OH-]; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 1_Step 3,Example 1,Step 3,acylation,,,9/10,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid; N,N-dimethylformamide; thionyl chloride; dichloroethane; cyclohexane-1,3-dione; triethylamine; acetone cyanohydrin; water; methanol",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F; CN(C)C=O; O=S(Cl)Cl; ; O=C1CCCC(=O)C1; CCN(CC)CC; CC(C)(O)C#N; O; CO,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Example 2_Step 1,Example 2,Step 1,halogenation,,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl.ClCCl.CC(C)(C#N)N=NC(C)(C)C#N.Br.OO.O.CCO>>COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,8/8,methyl 2-chloro-3-methyl-4-(methylsulfonyl)benzoate; dichloromethane; azobisisobutyronitrile; hydrobromic acid; hydrogen peroxide; water; ethanol,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl; ClCCl; CC(C)(C#N)N=NC(C)(C)C#N; Br; OO; O; CCO,methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,derived; name_parsed; patent_drawing
Example 2_Step 2,Example 2,Step 2,hydrolysis,Williamson ether synthesis,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.O=C([O-])[O-].[K+].[K+].C1CN2CCN1CC2.CN(C)C=O.OCC(F)(F)F.[Na+].[OH-].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,9/9,"methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate; potassium carbonate; triethylenediamine; N,N-dimethylformamide; 2,2,2-trifluoroethanol; sodium hydroxide; water; hydrochloric acid",COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; O=C([O-])[O-].[K+].[K+]; C1CN2CCN1CC2; CN(C)C=O; OCC(F)(F)F; [Na+].[OH-]; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 2_Step 3,Example 2,Step 3,acylation,,,10/11,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid; N,N-dimethylformamide; thionyl chloride; dichloroethane; cyclohexane-1,3-dione; dichloromethane; triethylamine; acetone cyanohydrin; water; ethanol",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F; CN(C)C=O; O=S(Cl)Cl; ; O=C1CCCC(=O)C1; ClCCl; CCN(CC)CC; CC(C)(O)C#N; O; CCO,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Example 3_Step 1,Example 3,Step 1,halogenation,,,7/8,methyl 2-chloro-3-methyl-4-(methylsulfonyl)benzoate; dichloroethane; m-chloroperoxybenzoic acid; hydrobromic acid; hydrogen peroxide; water; isopropanol,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl; ; O=C(OO)c1cccc(Cl)c1; Br; OO; O; CC(C)O,methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,derived; name_parsed; none; patent_drawing
Example 3_Step 2,Example 3,Step 2,hydrolysis,Williamson ether synthesis,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.O=C([O-])[O-].[K+].[K+].C1CN2CCN1CC2.CC(C)=O.OCC(F)(F)F.[Na+].[OH-].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,9/9,"methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate; potassium carbonate; triethylenediamine; acetone; 2,2,2-trifluoroethanol; sodium hydroxide; water; hydrochloric acid",COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; O=C([O-])[O-].[K+].[K+]; C1CN2CCN1CC2; CC(C)=O; OCC(F)(F)F; [Na+].[OH-]; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 3_Step 3,Example 3,Step 3,acylation,,,9/10,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid; DMF; thionyl chloride; dichloroethane; cyclohexane-1,3-dione; triethylamine; acetone cyanohydrin; water; methanol",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F; CN(C)C=O; O=S(Cl)Cl; ; O=C1CCCC(=O)C1; CCN(CC)CC; CC(C)(O)C#N; O; CO,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Example 4_Step 1,Example 4,Step 1,halogenation,Wohl-Ziegler bromination,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl.ClC(Cl)Cl.CC(C)(C#N)N=NC(C)(C)C#N.Br.OO.O.CCO>>COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,8/8,methyl 2-chloro-3-methyl-4-(methylsulfonyl)benzoate; chloroform; azobisisobutyronitrile; hydrobromic acid; hydrogen peroxide; water; ethanol,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl; ClC(Cl)Cl; CC(C)(C#N)N=NC(C)(C)C#N; Br; OO; O; CCO,methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,derived; name_parsed; patent_drawing
Example 4_Step 2,Example 4,Step 2,hydrolysis,Williamson ether synthesis,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl.O=C([O-])[O-].[K+].[K+].C1CN2CCN1CC2.CN(C)C=O.OCC(F)(F)F.[Na+].[OH-].O.Cl>>CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,9/9,"methyl 2-chloro-3-(bromomethyl)-4-(methylsulfonyl)benzoate; potassium carbonate; triethylenediamine; N,N-dimethylformamide; 2,2,2-trifluoroethanol; sodium hydroxide; water; hydrochloric acid",COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; O=C([O-])[O-].[K+].[K+]; C1CN2CCN1CC2; CN(C)C=O; OCC(F)(F)F; [Na+].[OH-]; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing
Example 4_Step 3,Example 4,Step 3,acylation,,,10/11,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methylsulfonyl)benzoic acid; N,N-dimethylformamide; thionyl chloride; dichloroethane; cyclohexane-1,3-dione; dichloromethane; triethylamine; acetone cyanohydrin; water; ethanol",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F; CN(C)C=O; O=S(Cl)Cl; ; O=C1CCCC(=O)C1; ClCCl; CCN(CC)CC; CC(C)(O)C#N; O; CCO,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Summary of the Invention_Step 1,Summary of the Invention,Step 1,halogenation,,,4/6,methyl 2-chloro-3-methyl-4-(methanesulfonyl)benzoate; 溶剂; 催化剂; hydrobromic acid; hydrogen peroxide,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl; ; ; Br; OO,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,name_parsed; none; patent_drawing
Summary of the Invention_Step 2,Summary of the Invention,Step 2,hydrolysis,,,5/9,"methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; 碱1; 催化剂; 溶剂; 2,2,2-trifluoroethanol; 碱2; water; hydrochloric acid",COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; ; ; ; OCC(F)(F)F; ; O; Cl,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Summary of the Invention_Step 3,Summary of the Invention,Step 3,acylation,,,6/8,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid; 催化剂; thionyl chloride; 溶剂; 1,3-cyclohexanedione; triethylamine; acetone cyanohydrin",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F; ; O=S(Cl)Cl; ; O=C1CCCC(=O)C1; CCN(CC)CC; CC(C)(O)C#N,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; none; patent_drawing
Summary of the Invention_Scheme Step 1,Summary of the Invention,Scheme Step 1,halogenation,,,4/5,methyl 2-chloro-3-methyl-4-(methanesulfonyl)benzoate; hydrobromic acid; hydrogen peroxide; 催化剂,COC(=O)c1ccc(S(C)(=O)=O)c(C)c1Cl; Br; OO; ,methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate,COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl,name_parsed; none; patent_drawing
Summary of the Invention_Scheme Step 2,Summary of the Invention,Scheme Step 2,nucleophilic_substitution,Williamson ether synthesis,,3/4,"methyl 2-chloro-3-(bromomethyl)-4-(methanesulfonyl)benzoate; 2,2,2-trifluoroethanol; 碱",COC(=O)c1ccc(S(C)(=O)=O)c(CBr)c1Cl; OCC(F)(F)F; ,COC(=O)c1ccc(S(C)(=O)=O)c(COCC(F)(F)F)c1Cl,COC(=O)c1ccc(S(C)(=O)=O)c(COCC(F)(F)F)c1Cl,none; patent_drawing; patent_scheme
Summary of the Invention_Scheme Step 3,Summary of the Invention,Scheme Step 3,hydrolysis,,,2/4,COC(=O)c1ccc(S(C)(=O)=O)c(COCC(F)(F)F)c1Cl; 碱; 酸,COC(=O)c1ccc(S(C)(=O)=O)c(COCC(F)(F)F)c1Cl; ; ,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F,none; patent_drawing; patent_scheme
Summary of the Invention_Scheme Step 4,Summary of the Invention,Scheme Step 4,acylation,,O=C1CCCC(=O)C1.CS(=O)(=O)c1ccc(C(=O)Cl)c(Cl)c1COCC(F)(F)F.CCN(CC)CC.CC(C)(O)C#N>>CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,5/5,"1,3-cyclohexanedione; CS(=O)(=O)c1ccc(C(=O)Cl)c(Cl)c1COCC(F)(F)F; triethylamine; acetone cyanohydrin",O=C1CCCC(=O)C1; CS(=O)(=O)c1ccc(C(=O)Cl)c(Cl)c1COCC(F)(F)F; CCN(CC)CC; CC(C)(O)C#N,tembotrione,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,name_parsed; patent_drawing; patent_scheme
Summary of the Invention_Scheme Step 5,Summary of the Invention,Scheme Step 5,halogenation,,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F.O=S(Cl)Cl>>CS(=O)(=O)c1ccc(C(=O)Cl)c(Cl)c1COCC(F)(F)F,3/3,"2-chloro-3-[(2,2,2-trifluoroethoxy)methyl]-4-(methanesulfonyl)benzoic acid; thionyl chloride",CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F; O=S(Cl)Cl,CS(=O)(=O)c1ccc(C(=O)Cl)c(Cl)c1COCC(F)(F)F,CS(=O)(=O)c1ccc(C(=O)Cl)c(Cl)c1COCC(F)(F)F,patent_drawing; patent_scheme
